Number,"Asset Key","Asset Definition",Status,Service,"Access Point"
246662,08:26:97:6b:a7:8a,zyxel,"Not Available",1251675718,
270649,08:26:97:94:62:DB,Zyxel,"Not Available",1251735050,
288237,4c:c5:3e:5f:12:09,Zyxel,"Not Available",1617737,
251753,08:26:97:70:cc:f5,Zyxel,"Not Available",1251706371,
274041,08:26:97:8a:02:15,Zyxel,"Not Available",1251762097,
295784,4c:c5:3e:7a:6f:80,zyxel,"Not Available",1251821825,
256991,08:26:97:7b:7b:ed,zyxel,"Not Available",1251681311,
275482,08:26:97:95:07:27,Zyxel,"Not Available",1251755958,
258745,08:26:97:84:7a:25,Zyxel,"Not Available",1251713073,
267317,08:26:97:65:56:C1,Zyxel,"Not Available",1251720882,
283934,08:26:97:94:1d:27,Zyxel,"Not Available",1606665,
270964,98:0d:67:f3:6a:3c,Zyxel,"Not Available",1251754048,
288710,08:26:97:72:a9:95,Zyxel,"Not Available",1251803863,
298156,08:26:97:93:e7:f3,Zyxel,"Not Available",1251755587,
242968,08:26:97:61:54:83,zyxel,"Not Available",1251674021,
247026,08:26:97:84:90:2d,zyxel,"Not Available",1251801463,
270991,08:26:97:64:eb:f9,Zyxel,"Not Available",1251746689,
274287,08:26:97:95:08:8f,Zyxel,"Not Available",1251756779,
298193,4C:C5:3E:5E:D7:F5,Zyxel,"Not Available",1251816755,
257263,08:26:97:84:7b:e1,zyxel,"Not Available",1251719039,
275805,08:26:97:94:D2:2F,Zyxel,"Not Available",1251772259,
281844,08:26:97:7B:63:51,Zyxel,"Not Available",1251817560,
243318,08:26:97:6B:AA:EA,zyxel,"Not Available",1251678794,
275755,4C:C5:3E:5E:CF:9D,Zyxel,"Not Available",1251775665,
284199,4c:c5:3e:72:d2:9d,Zyxel,"Not Available",1251829531,
250119,08:26:97:7b:72:b1,Zyxel,"Not Available",1251690129,
271259,08:26:97:93:4C:E3,Zyxel,"Not Available",1251746638,
291619,4c:c5:3e:72:96:b5,zyxel,"Not Available",1251814097,
252644,08:26:97:84:87:81,zyxel,"Not Available",1251710850,
274527,08:26:97:94:6b:9f,Zyxel,"Not Available",1251760151,
298581,4c:c5:3e:81:b7:f7,Zyxel,"Not Available",1251826863,
257504,08:26:97:76:54:89,zyxel,"Not Available",1251718460,
276316,08:26:97:95:07:DB,Zyxel,"Not Available",1251797397,
262104,08:26:97:7c:6a:f1,Zyxel,"Not Available",1251733555,
282033,4C:C5:3E:5F:0A:DD,Zyxel,"Not Available",1251785717,
284523,08:26:97:93:eb:d7,Zyxel,"Not Available",1251790423,
291957,98:0D:67:F7:A1:A1,zyxel,"Not Available",1251815593,
114162,08:26:97:7b:6a:7d,zyxel,"Not Available",1251680494,
243752,08:26:97:6B:AB:02,zyxel,"Not Available",1251662011,
269540,08:26:97:84:B6:FD,Zyxel,"Not Available",1251745502,
271572,08:26:97:7B:45:15,Zyxel,"Not Available",1251747487,
291970,4C:C5:3E:5F:1B:B1,Zyxel,"Not Available",1251796996,
236988,08:26:97:70:ca:f1,zyxel,"Not Available",1251668437,
255124,08:26:97:89:60:45,Zyxel,"Not Available",1251712292,
274762,08:26:97:94:63:cb,Zyxel,"Not Available",1251762409,
299010,4c:c5:3e:79:d5:9c,Zyxel,"Not Available",1251829125,
257787,08:26:97:89:5e:a1,Zyxel,"Not Available",1251722442,
280975,08:26:97:94:D2:17,Zyxel,"Not Available",1251781403,
263237,08:26:97:61:49:5B,Zyxel,"Not Available",1251733341,
282547,08:26:97:93:D8:93,Zyxel,"Not Available",1251787769,
244924,08:26:97:7C:A3:61,zyxel,"Not Available",1251685453,
270214,08:26:97:76:41:D5,zyxel,"Not Available",1251747582,
284885,4c:c5:3e:72:92:11,Zyxel,"Not Available",1251792597,
250762,08:26:97:84:82:11,Zyxel,"Not Available",1251702574,
271817,08:26:97:95:05:47,Zyxel,"Not Available",1251752343,
292359,4c:c5:3e:7a:66:20,Zyxel,"Not Available",1251818283,
275027,08:26:97:7b:71:9d,Zyxel,"Not Available",1251762645,
299688,4C:C5:3E:7A:95:B4,Zyxel,"Not Available",1251830549,
258029,08:26:97:84:B4:39,Zyxel,"Not Available",1251723771,
281184,4C:C5:3E:5F:09:A5,Zyxel,"Not Available",1251781890,
282821,4C:C5:3E:72:20:D1,Zyxel,"Not Available",1251773476,
252681,08:26:97:89:59:79,zyxel,"Not Available",1251695129,
298642,4C:C5:3E:7A:96:38,Zyxel,"Not Available",1251827227,
257539,08:26:97:84:CD:E9,Zyxel,"Not Available",1251710016,
276391,4c:c5:3e:5f:0e:b5,zyxel,"Not Available",1251770416,
282090,08:26:97:93:df:0b,zyxel,"Not Available",1251785962,
234700,08:26:97:6B:AB:DA,zyxel,"Not Available",1251664836,
257560,08:26:97:7b:69:75,Zyxel,"Not Available",1251694356,
262205,08:26:97:84:8D:B1,Zyxel,"Not Available",1251723459,
243821,08:26:97:61:4D:1B,zyxel,"Not Available",1251682630,
269727,08:26:97:95:56:8f,Zyxel,"Not Available",1251732221,
250567,98:0D:67:F7:A1:f5,zyxel,"Not Available",1251697258,
271599,08:26:97:7b:68:fd,Zyxel,"Not Available",1251758835,
237547,08:26:97:72:56:61,zyxel,"Not Available",1251652876,
255241,08:26:97:84:a6:41,Zyxel,"Not Available",1251697617,
274800,4C:C5:3E:5F:4C:11,Zyxel,"Not Available",1251760527,
299074,4c:c5:3e:7a:6c:50,Zyxel,"Not Available",1251823979,
281026,08:26:97:93:e5:bf,zyxel,"Not Available",1251781629,
263267,08:26:97:84:ad:19,Zyxel,"Not Available",1251736005,
282626,4c:c5:3e:72:1d:f5,Zyxel,"Not Available",1251770724,
244962,08:26:97:6B:A9:FA,zyxel,"Not Available",1251685764,
270250,08:26:97:95:34:7b,Zyxel,"Not Available",1251746562,
284954,08:26:97:93:EA:27,Zyxel,"Not Available",1647727,
250811,98:0d:67:f2:f4:10,zyxel,"Not Available",1251706680,
271923,08:26:97:7b:4c:05,Zyxel,"Not Available",1251760950,
292444,4C:C5:3E:72:D0:B1,Zyxel,"Not Available",1251819041,
275069,4C:C5:3E:5F:16:DD,Zyxel,"Not Available",1251725694,
299784,08:26:97:93:f5:67,Zyxel,"Not Available",1251831498,
256580,08:26:97:84:B5:E9,zyxel,"Not Available",1251714736,
258115,08:26:97:89:5f:31,Zyxel,"Not Available",1251710922,
281259,4C:C5:3E:5E:D6:A5,Zyxel,"Not Available",1251776983,
264528,08:26:97:93:47:07,Zyxel,"Not Available",1251738295,
264303,08:26:97:95:36:4F,Zyxel,"Not Available",1251732070,
282953,4c:c5:3e:72:e0:41,zyxel,"Not Available",1251786118,
246518,08:26:97:6b:9f:aa,zyxel,"Not Available",1251680756,
270576,08:26:97:7b:60:5d,Zyxel,"Not Available",1251747181,
288141,08:26:97:7b:68:49,Zyxel,"Not Available",1251794512,
251646,08:26:97:7b:7b:a5,zyxel,"Not Available",1251705696,
273965,08:26:97:94:6c:17,Zyxel,"Not Available",1251762718,
292862,4C:C5:3E:72:D7:05,Zyxel,"Not Available",1251821356,
275402,4C:C5:3E:5F:07:B9,Zyxel,"Not Available",1251773409,
300344,4c:c5:3e:7a:6c:38,Zyxel,"Not Available",1251659419,
258676,08:26:97:84:82:a1,Zyxel,"Not Available",1251718933,
281599,08:26:97:94:1f:af,Zyxel,"Not Available",1251777906,
242573,08:26:97:70:d2:71,zyxel,"Not Available",1251674213,
264998,08:26:97:95:3E:A7,Zyxel,"Not Available",1251738889,
283799,4c:c5:3e:72:e0:29,zyxel,"Not Available",1251788030,
246912,08:26:97:72:a5:b1,zyxel,"Not Available",1251685123,
270887,08:26:97:7b:4c:65,Zyxel,"Not Available",1251745038,
288579,08:26:97:68:39:A3,zyxel,"Not Available",1251628199,
274199,08:26:97:94:CC:53,Zyxel,"Not Available",1251764921,
298055,08:26:97:93:e8:0b,Zyxel,"Not Available",1251820222,
275689,08:26:97:76:57:41,Zyxel,"Not Available",1251775309,
252006,08:26:97:84:7f:71,zyxel,"Not Available",1251673549,
257200,08:26:97:89:61:c5,Zyxel,"Not Available",1251718360,
275702,4C:C5:3E:5E:C9:85,Zyxel,"Not Available",1251755014,
258992,08:26:97:7c:a8:c5,Zyxel,"Not Available",1251781422,
281821,08:26:97:64:4A:11,Zyxel,"Not Available",1251801764,
243217,08:26:97:61:55:f7,zyxel,"Not Available",1450459,
269123,08:26:97:95:59:47,Zyxel,"Not Available",1251743065,
284128,08:26:97:93:E7:03,Zyxel,"Not Available",1251794132,
250041,08:26:97:7b:76:35,zyxel,"Not Available",1251693956,
289026,4c:c5:3e:5e:b6:29,Zyxel,"Not Available",1251803516,
274455,4C:C5:3E:5F:45:BD,Zyxel,"Not Available",1251766770,
298458,4c:c5:3e:72:d1:29,Zyxel,"Not Available",1251825975,
257435,08:26:97:7b:47:61,Zyxel,"Not Available",1251719335,
276263,4C:C5:3E:5F:09:ED,Zyxel,"Not Available",1251771849,
261619,08:26:97:84:5b:11,Zyxel,"Not Available",1251726867,
269389,08:26:97:95:51:43,Zyxel,"Not Available",1251736058,
284446,4C:C5:3E:72:91:ED,Zyxel,"Not Available",1251790818,
271447,08:26:97:93:4d:1f,Zyxel,"Not Available",1251652999,
291872,4c:c5:3e:5e:b4:19,Zyxel,"Not Available",1251815023,
298862,4C:C5:3E:7A:9C:D4,Zyxel,"Not Available",1251825883,
243588,08:26:97:7b:61:95,zyxel,"Not Available",1251681009,
250415,08:26:97:6b:c4:76,zyxel,"Not Available",1251696164,
235086,08:26:97:72:a7:a9,zyxel,"Not Available",1251659462,
254890,08:26:97:7B:7C:1D,Zyxel,"Not Available",1251711918,
274712,08:26:97:64:67:E1,Zyxel,"Not Available",1251768368,
257709,08:26:97:84:a4:c1,Zyxel,"Not Available",1251721942,
280815,4C:C5:3E:5F:07:35,Zyxel,"Not Available",1251777007,
262300,08:26:97:89:64:d1,Zyxel,"Not Available",1251735024,
270147,08:26:97:8d:88:1e,Zyxel,"Not Available",1251740452,
284784,4c:c5:3e:72:26:59,Zyxel,"Not Available",1251794732,
250688,08:26:97:84:64:41,zyxel,"Not Available",1251697296,
292242,08:26:97:93:5C:37,Zyxel,"Not Available",1251797799,
274933,08:26:97:95:33:AF,Zyxel,"Not Available",1251767185,
299573,08:26:97:76:55:76,Zyxel,"Not Available",1251830388,
257976,08:26:97:89:60:99,Zyxel,"Not Available",1251694193,
281122,08:26:97:95:07:cf,Zyxel,"Not Available",1251781796,
263655,08:26:97:65:57:5d,Zyxel,"Not Available",1251722267,
282768,4c:c5:3e:72:1d:c5,Zyxel,"Not Available",1251782903,
270420,08:26:97:93:50:97,Zyxel,"Not Available",1251729584,
285134,4c:c5:3e:5e:b0:59,Zyxel,"Not Available",1251798018,
292592,4C:C5:3E:72:D0:81,Zyxel,"Not Available",1251813474,
238551,08:26:97:72:b2:41,zyxel,"Not Available",1251671162,
245526,08:26:97:72:ae:21,zyxel,"Not Available",1478553,
270435,08:26:97:95:4F:4B,Zyxel,"Not Available",1251749459,
251031,08:26:97:84:8a:21,Zyxel,"Not Available",1251688528,
273831,08:26:97:88:E7:61,Zyxel,"Not Available",1251759016,
256763,08:26:97:84:CD:C5,Zyxel,"Not Available",1251702573,
275272,08:26:97:7b:44:fd,Zyxel,"Not Available",1251765057,
300087,4c:c5:3e:79:d0:d4,Zyxel,"Not Available",1251832965,
258444,08:26:97:84:cc:ed,Zyxel,"Not Available",1251719997,
281482,08:26:97:8d:87:0a,zyxel,"Not Available",1251781374,
239603,08:26:97:72:57:b1,zyxel,"Not Available",1251667713,
264767,08:26:97:84:5b:b9,Zyxel,"Not Available",1251729718,
283639,4C:C5:3E:5F:07:29,Zyxel,"Not Available",1251790541,
246736,08:26:97:7B:7B:21,zyxel,"Not Available",1251679862,
270698,08:26:97:95:12:C7,Zyxel,"Not Available",1251751610,
288307,4C:C5:3E:7A:C7:40,Zyxel,"Not Available",1251785582,
251835,08:26:97:84:77:25,Zyxel,"Not Available",1251688145,
274110,08:26:97:93:46:83,Zyxel,"Not Available",1251764401,
297854,4c:c5:3e:7a:6f:74,zyxel,"Not Available",1251817864,
257070,08:26:97:88:E2:45,zyxel,"Not Available",1251710988,
275560,4C:C5:3E:5F:07:95,Zyxel,"Not Available",1251774445,
258830,08:26:97:84:5b:ad,zyxel,"Not Available",1251729496,
281695,08:26:97:94:d2:9b,Zyxel,"Not Available",1251786905,
283977,4c:c5:3e:72:95:1d,Zyxel,"Not Available",1251790408,
288785,4C:C5:3E:5E:B8:51,Zyxel,"Not Available",1251804260,
243040,08:26:97:7b:60:e1,zyxel,"Not Available",1251676976,
267426,08:26:97:94:cd:97,Zyxel,"Not Available",1251730908,
249841,08:26:97:7c:64:9d,zyxel,"Not Available",1251683036,
271033,08:26:97:8d:8a:2e,Zyxel,"Not Available",1251746490,
288833,08:26:97:93:EB:17,Zyxel,"Not Available",1251798235,
252240,08:26:97:84:a8:ed,Zyxel,"Not Available",1634569,
274341,08:26:97:93:DF:D7,Zyxel,"Not Available",1251765993,
298291,4C:C5:3E:81:B8:33,Zyxel,"Not Available",1251825052,
257313,08:26:97:89:5C:0D,zyxel,"Not Available",1251733867,
275839,4c:c5:3e:5f:0e:6d,Zyxel,"Not Available",1251776395,
260932,08:26:97:7B:47:49,Zyxel,"Not Available",1251727019,
243412,08:26:97:72:57:81,zyxel,"Not Available",1251676055,
269247,08:26:97:94:ca:7f,Zyxel,"Not Available",1251743927,
284267,08:26:97:64:6F:25,Zyxel,"Not Available",1251794974,
271314,08:26:97:93:4e:cf,Zyxel,"Not Available",1251756222,
291692,08:26:97:93:54:87,Zyxel,"Not Available",1251814507,
256805,08:26:97:72:ad:31,zyxel,"Not Available",1582787,
275317,08:26:97:94:6b:93,Zyxel,"Not Available",1251772889,
300188,4C:C5:3E:7A:CA:40,zyxel,"Not Available",1251824261,
281986,08:26:97:93:5f:7f,Zyxel,"Not Available",1251785575,
281529,08:26:97:94:14:e7,Zyxel,"Not Available",1251773138,
240509,08:26:97:72:a7:3d,zyxel,"Not Available",1251672053,
264802,08:26:97:93:46:D7,Zyxel,"Not Available",1251739419,
283743,08:26:97:93:5e:5f,Zyxel,"Not Available",1251791178,
246793,08:26:97:7B:61:89,zyxel,"Not Available",1251665428,
270774,08:26:97:60:d4:97,Zyxel,"Not Available",1251752336,
288392,4C:C5:3E:5F:20:01,Zyxel,"Not Available",1251795381,
251881,08:26:97:84:84:a5,zyxel,"Not Available",1251690932,
274140,08:26:97:94:19:8b,Zyxel,"Not Available",1251762107,
297928,08:26:97:93:5E:FB,Zyxel,"Not Available",1251818569,
257137,08:26:97:89:59:d9,zyxel,"Not Available",1251714127,
275601,08:26:97:93:D9:EF,Zyxel,"Not Available",1251767341,
281762,08:26:97:95:33:07,Zyxel,"Not Available",1251785042,
257148,08:26:97:84:80:cd,Zyxel,"Not Available",1251692447,
258902,08:26:97:84:cf:99,Zyxel,"Not Available",1251721483,
243134,08:26:97:6B:BC:EA,zyxel,"Not Available",1251677317,
267480,08:26:97:84:a6:dd,Zyxel,"Not Available",1251735484,
249935,08:26:97:6B:AD:AE,Zyxel,"Not Available",1251693352,
271076,08:26:97:8d:8a:3a,Zyxel,"Not Available",1251754802,
274391,08:26:97:94:19:97,Zyxel,"Not Available",1251735569,
298377,4C:C5:3E:7B:56:E0,Zyxel,"Not Available",1251822400,
257372,08:26:97:84:bb:41,Zyxel,"Not Available",1251719810,
260980,08:26:97:84:c8:cd,Zyxel,"Not Available",1251727938,
243483,08:26:97:72:B2:59,zyxel,"Not Available",1251680317,
269295,08:26:97:84:aa:61,Zyxel,"Not Available",1251744253,
284336,4C:C5:3E:72:DC:E1,Zyxel,"Not Available",1251794056,
250286,08:26:97:7B:73:41,Zyxel,"Not Available",1251682339,
271363,08:26:97:7B:4C:35,Zyxel,"Not Available",1251742159,
291745,08:26:97:93:54:b7,Zyxel,"Not Available",1251814751,
252736,08:26:97:84:b4:a5,Zyxel,"Not Available",1251711371,
274618,08:26:97:93:43:b3,Zyxel,"Not Available",1251765874,
234906,98:0D:67:F3:6D:54,zyxel,"Not Available",1251637174,
257644,08:26:97:84:7f:a1,Zyxel,"Not Available",1251686608,
280351,08:26:97:76:5B:F1,Zyxel,"Not Available",1251779468,
262249,08:26:97:84:AB:2D,Zyxel,"Not Available",1251724547,
282323,08:26:97:95:07:ff,Zyxel,"Not Available",1251786412,
284622,08:26:97:94:2E:D3,Zyxel,"Not Available",1251794780,
271662,08:26:97:95:38:6b,Zyxel,"Not Available",1251759354,
292117,08:26:97:93:E8:77,Zyxel,"Not Available",1251815166,
238376,98:0d:67:f3:27:58,zyxel,"Not Available",1251670087,
255282,08:26:97:7c:9d:f1,Zyxel,"Not Available",1251712838,
299464,4c:c5:3e:79:d8:c0,Zyxel,"Not Available",1251829951,
257899,08:26:97:84:65:9D,Zyxel,"Not Available",1251716909,
281071,08:26:97:93:4b:57,Zyxel,"Not Available",1251771446,
263332,08:26:97:65:57:51,Zyxel,"Not Available",1251722564,
282665,4C:C5:3E:5E:AF:81,Zyxel,"Not Available",1251788152,
245289,08:26:97:7b:79:a1,zyxel,"Not Available",1251671290,
270289,08:26:97:65:59:e5,Zyxel,"Not Available",1251743657,
285047,4c:c5:3e:5f:2a:21,Zyxel,"Not Available",1251797019,
271967,08:26:97:95:54:2b,Zyxel,"Not Available",1251747218,
292511,4C:C5:3E:7A:66:08,Zyxel,"Not Available",1251819423,
275159,08:26:97:94:d3:67,Zyxel,"Not Available",1251771457,
299864,4c:c5:3e:72:9c:19,Zyxel,"Not Available",1251826634,
250923,08:26:97:72:b2:65,zyxel,"Not Available",1251703878,
256653,08:26:97:89:62:3d,zyxel,"Not Available",1251715278,
275183,4C:C5:3E:5F:07:AD,Zyxel,"Not Available",1251771816,
258204,08:26:97:7c:9e:b1,zyxel,"Not Available",1251714614,
281322,4c:c5:3e:5e:ce:a1,Zyxel,"Not Available",1251782990,
239498,08:26:97:6b:c2:96,zyxel,"Not Available",1251668154,
264611,08:26:97:84:c4:05,zyxel,"Not Available",1251737822,
282987,4c:c5:3e:72:d2:a9,Zyxel,"Not Available",1251795245,
246629,08:26:97:6b:a0:a6,zyxel,"Not Available",1251653484,
270624,08:26:97:95:3e:b3,Zyxel,"Not Available",1251750959,
251732,08:26:97:70:d2:11,zyxel,"Not Available",1251685412,
274024,4C:C5:3E:5F:4C:4D,Zyxel,"Not Available",1251751052,
295736,4C:C5:3E:7A:65:9C,Zyxel,"Not Available",1251821655,
256968,08:26:97:89:5D:8D,zyxel,"Not Available",1251717251,
275462,4C:C5:3E:5F:26:01,Zyxel,"Not Available",1251770534,
258722,08:26:97:7c:a1:51,Zyxel,"Not Available",1251708567,
281629,08:26:97:93:e2:83,Zyxel,"Not Available",1251796382,
242671,08:26:97:61:4c:d3,zyxel,"Not Available",1251675882,
265063,08:26:97:95:36:13,Zyxel,"Not Available",1251734992,
283902,08:26:97:94:2E:8B,Zyxel,"Not Available",1251787712,
281225,08:26:97:94:1b:e3,Zyxel,"Not Available",1251782124,
298121,4c:c5:3e:72:95:41,Zyxel,"Not Available",1251775004,
242929,98:0D:67:F3:A3:C0,zyxel,"Not Available",1251676273,
252066,08:26:97:7c:9f:41,Zyxel,"Not Available",1251663094,
274267,08:26:97:84:B5:DD,Zyxel,"Not Available",1251739146,
275756,08:26:97:93:E4:57,Zyxel,"Not Available",1251775667,
259056,08:26:97:88:ed:79,Zyxel,"Not Available",1251729789,
281836,08:26:97:64:56:C5,Zyxel,"Not Available",1251817953,
269186,08:26:97:84:c4:1d,Zyxel,"Not Available",1251730862,
250096,08:26:97:7c:66:ad,zyxel,"Not Available",1251670166,
271233,08:26:97:8a:02:09,Zyxel,"Not Available",1251756084,
252594,08:26:97:68:38:1a,zyxel,"Not Available",1251710581,
274503,08:26:97:93:dc:53,Zyxel,"Not Available",1251761999,
298554,08:26:97:93:eb:53,Zyxel,"Not Available",1251821249,
257489,08:26:97:89:5e:95,Zyxel,"Not Available",1251707188,
276290,4c:c5:3e:5f:07:d1,zyxel,"Not Available",1251777084,
261707,08:26:97:95:5d:5b,zyxel,"Not Available",1251744044,
281938,08:26:97:93:e5:b3,zyxel,"Not Available",1251776952,
284477,4c:c5:3e:72:95:05,Zyxel,"Not Available",1251830234,
291920,4C:C5:3E:5F:1B:BD,Zyxel,"Not Available",1251797212,
77846,08:26:97:6B:A7:F6,zyxel,"Not Available",1251669336,
243718,08:26:97:7b:61:4d,zyxel,"Not Available",1251677854,
292419,08:26:97:93:f4:fb,Zyxel,"Not Available",1251801854,
250472,08:26:97:6B:AD:96,Zyxel,"Not Available",1251696656,
271542,08:26:97:93:4C:B3,Zyxel,"Not Available",1251753104,
236960,98:0D:67:F2:FE:78,zyxel,"Not Available",1251668257,
274750,08:26:97:94:D7:03,Zyxel,"Not Available",1251768803,
298992,08:26:97:93:F2:Eb,zyxel,"Not Available",1251824044,
257761,08:26:97:89:5f:0D,zyxel,"Not Available",1251722215,
280963,4C:C5:3E:5F:08:B5,Zyxel,"Not Available",1251719398,
263209,08:26:97:84:aa:a9,Zyxel,"Not Available",1251735439,
282516,08:26:97:93:D8:3F,Zyxel,"Not Available",1251787668,
244163,08:26:97:7b:6d:f5,zyxel,"Not Available",1251659710,
284856,08:26:97:94:D1:4B,Zyxel,"Not Available",1251798251,
250729,98:0d:67:f3:0b:2c,zyxel,"Not Available",1251669439,
271796,08:26:97:7b:68:f1,Zyxel,"Not Available",1251760249,
292299,08:26:97:93:F1:CB,Zyxel,"Not Available",1251817926,
255416,08:26:97:84:5a:c9,zyxel,"Not Available",1251713381,
275007,08:26:97:95:0E:83,Zyxel,"Not Available",1251748390,
299652,4c:c5:3e:72:ce:a1,zyxel,"Not Available",1251830914,
281161,4c:c5:3e:5f:0d:35,zyxel,"Not Available",1251781874,
285186,4C:C5:3E:72:24:19,Zyxel,"Not Available",1251797059,
239200,08:26:97:70:d1:51,zyxel,"Not Available",1251671776,
263740,08:26:97:95:36:5B,Zyxel,"Not Available",1251737638,
245593,08:26:97:7b:7a:55,zyxel,"Not Available",1251681539,
270496,08:26:97:84:c7:e9,Zyxel,"Not Available",1251746401,
288019,4C:C5:3E:72:DA:89,Zyxel,"Not Available",1251800187,
251562,08:26:97:7b:7c:65,zyxel,"Not Available",1251705170,
273888,08:26:97:95:0d:3f,Zyxel,"Not Available",1251761759,
292698,08:26:97:72:4F:35,Zyxel,"Not Available",1251816676,
283876,4C:C5:3E:72:D9:15,Zyxel,"Not Available",1251792125,
262177,08:26:97:88:e2:2d,zyxel,"Not Available",1251726225,
243792,08:26:97:61:55:df,zyxel,"Not Available",1378225,
269711,08:26:97:94:65:9f,Zyxel,"Not Available",1251831813,
284555,08:26:97:93:5e:23,zyxel,"Not Available",1251796435,
250526,08:26:97:84:91:4d,Zyxel,"Not Available",1251697098,
271590,08:26:97:94:6b:ff,Zyxel,"Not Available",1251758802,
292010,08:26:97:93:E8:53,Zyxel,"Not Available",1251815819,
237482,08:26:97:6B:AB:CE,zyxel,"Not Available",1251657535,
255163,08:26:97:84:8D:15,zyxel,"Not Available",1251707439,
274775,08:26:97:94:D2:0B,Zyxel,"Not Available",1251769035,
299031,4c:c5:3e:79:da:04,Zyxel,"Not Available",1251824536,
257820,08:26:97:84:5D:C9,Zyxel,"Not Available",1251714764,
281008,08:26:97:84:5b:29,Zyxel,"Not Available",1251776881,
263250,08:26:97:95:55:7b,Zyxel,"Not Available",1251730609,
282582,08:26:97:8d:87:82,zyxel,"Not Available",1251787942,
244945,98:0d:67:f3:6d:90,zyxel,"Not Available",1251803015,
284912,4C:C5:3E:72:9A:09,Zyxel,"Not Available",1629872,
250805,08:26:97:7b:43:c5,zyxel,"Not Available",1251706062,
271858,08:26:97:64:EA:F1,Zyxel,"Not Available",1251752407,
255494,08:26:97:84:A6:4D,Zyxel,"Not Available",1251714222,
275048,08:26:97:93:E5:3B,Zyxel,"Not Available",1251770556,
299725,98:0D:67:DE:1A:39,zyxel,"Not Available",1251831262,
282867,08:26:97:95:11:e3,zyxel,"Not Available",1251707812,
258078,08:26:97:72:58:C5,Zyxel,"Not Available",1251724196,
264262,08:26:97:7C:65:75,Zyxel,"Not Available",1251737897,
282898,08:26:97:93:E6:8B,Zyxel,"Not Available",1251679885,
245877,08:26:97:7b:6e:85,zyxel,"Not Available",1612750,
270544,08:26:97:7B:6D:29,Zyxel,"Not Available",1251750250,
288113,4c:c5:3e:72:25:c9,Zyxel,"Not Available",1251787926,
251625,08:26:97:84:85:41,Zyxel,"Not Available",1251690761,
273955,4c:c5:3e:5e:cb:7d,Zyxel,"Not Available",1251763522,
292795,08:26:97:93:f4:cb,Zyxel,"Not Available",1251821066,
256889,08:26:97:7b:69:51,zyxel,"Not Available",1251688559,
275374,08:26:97:95:0b:a7,Zyxel,"Not Available",1251772415,
300321,4c:c5:3e:7a:96:14,zyxel,"Not Available",1251834037,
258658,08:26:97:84:8d:f9,Zyxel,"Not Available",1251718533,
281584,08:26:97:93:D8:B7,Zyxel,"Not Available",1251782606,
242556,98:0d:67:f3:a7:38,zyxel,"Not Available",1251674827,
264865,08:26:97:84:bf:31,Zyxel,"Not Available",1251737361,
246851,08:26:97:70:c8:81,zyxel,"Not Available",1251691382,
270837,08:26:97:84:b6:79,Zyxel,"Not Available",1251752973,
288515,4c:c5:3e:5f:12:15,Zyxel,"Not Available",1251801389,
251954,08:26:97:84:8A:2D,Zyxel,"Not Available",1251706582,
274172,08:26:97:93:46:8F,Zyxel,"Not Available",1251754184,
298028,4c:c5:3e:72:db:61,zyxel,"Not Available",1251823476,
251984,08:26:97:7C:A6:FD,Zyxel,"Not Available",1251676514,
257184,08:26:97:7c:66:29,zyxel,"Not Available",1251662036,
281814,08:26:97:64:50:4D,Zyxel,"Not Available",1251818474,
269107,08:26:97:65:5a:5d,Zyxel,"Not Available",1251740308,
284116,4C:C5:3E:72:D0:15,Zyxel,"Not Available",1251794030,
249994,08:26:97:7B:43:89,zyxel,"Not Available",1251825919,
271155,08:26:97:93:49:EF,Zyxel,"Not Available",1251750409,
252414,08:26:97:7c:6d:6d,Zyxel,"Not Available",1251690423,
274434,08:26:97:94:d5:ef,Zyxel,"Not Available",1340673,
298440,4C:C5:3E:7B:56:68,Zyxel,"Not Available",1251822637,
257421,08:26:97:89:5E:89,Zyxel,"Not Available",1251704994,
276219,4C:C5:3E:5F:42:09,Zyxel,"Not Available",1251736898,
261014,08:26:97:7C:A7:51,Zyxel,"Not Available",1251720974,
243546,08:26:97:7b:61:35,zyxel,"Not Available",1251680729,
269369,08:26:97:95:3c:4f,zyxel,"Not Available",1251737736,
284413,4c:c5:3e:72:24:c1,Zyxel,"Not Available",1251794144,
291844,4c:c5:3e:79:d2:a8,Zyxel,"Not Available",1251815317,
274671,08:26:97:93:dc:9b,Zyxel,"Not Available",1251768365,
298825,4c:c5:3e:72:97:d5,Zyxel,"Not Available",1251826963,
235025,98:0D:67:F3:6D:00,zyxel,"Not Available",1251667341,
274691,08:26:97:94:17:9f,Zyxel,"Not Available",1251760588,
257696,08:26:97:84:81:5d,Zyxel,"Not Available",1251721805,
280782,08:26:97:94:d4:0f,Zyxel,"Not Available",1251776873,
262282,08:26:97:89:64:E9,Zyxel,"Not Available",1251706165,
282403,4C:C5:3E:5F:27:D5,Zyxel,"Not Available",1251786746,
244000,08:26:97:61:4C:F7,zyxel,"Not Available",1251683623,
270132,08:26:97:93:4e:e7,Zyxel,"Not Available",1251742754,
284688,4C:C5:3E:5E:B7:25,Zyxel,"Not Available",1251790062,
250647,08:26:97:7b:43:e9,zyxel,"Not Available",1251697758,
271711,08:26:97:7B:68:85,Zyxel,"Not Available",1251758397,
292199,4c:c5:3e:72:d1:59,zyxel,"Not Available",1251815715,
255342,08:26:97:84:7f:b9,zyxel,"Not Available",1251707523,
