Number,"Asset Key","Asset Definition",Status,Service,"Access Point"
274631,08:26:97:95:06:13,Zyxel,"Not Available",1251767283,
298764,4C:C5:3E:7A:CB:F0,Zyxel,"Not Available",1251827770,
234926,08:26:97:6B:A5:26,zyxel,"Not Available",1251666181,
254828,08:26:97:84:87:51,zyxel,"Not Available",1251711558,
257673,98:0d:67:f3:74:80,Zyxel,"Not Available",1251721711,
280357,08:26:97:93:42:57,Zyxel,"Not Available",1251776041,
262258,08:26:97:84:7a:c1,Zyxel,"Not Available",1251717379,
282351,08:26:97:7b:60:bd,Zyxel,"Not Available",1251786482,
243955,08:26:97:6B:AC:E2,zyxel,"Not Available",1251666568,
270096,08:26:97:7b:60:75,Zyxel,"Not Available",1251736965,
284641,4c:c5:3e:72:91:e1,Zyxel,"Not Available",1251776300,
250619,08:26:97:84:90:8d,zyxel,"Not Available",1251697548,
271681,08:26:97:93:4C:CB,Zyxel,"Not Available",1251754556,
292139,4c:c5:3e:5e:b3:89,Zyxel,"Not Available",1251813551,
238396,08:26:97:70:C4:E5,zyxel,"Not Available",8010,
255306,08:26:97:6b:a1:12,Zyxel,"Not Available",1251708799,
274883,08:26:97:95:0B:0B,Zyxel,"Not Available",1251769675,
299488,4C:C5:3E:7A:6C:74,Zyxel,"Not Available",1251783668,
257908,08:26:97:84:7a:49,Zyxel,"Not Available",1251723132,
281093,08:26:97:93:4b:63,Zyxel,"Not Available",1251732391,
263402,08:26:97:7C:63:D1,Zyxel,"Not Available",1251736685,
282681,08:26:97:93:E6:BB,Zyxel,"Not Available",1251788336,
270306,08:26:97:94:c9:3b,Zyxel,"Not Available",1251739529,
285063,08:26:97:93:e7:7b,Zyxel,"Not Available",1251799318,
272035,08:26:97:7b:60:45,Zyxel,"Not Available",1251753122,
292531,4C:C5:3E:72:D0:09,Zyxel,"Not Available",1251815687,
299890,4c:c5:3e:72:ce:b9,zyxel,"Not Available",1251827439,
245352,08:26:97:7b:69:81,zyxel,"Not Available",1251686981,
256691,08:26:97:84:b5:b9,zyxel,"Not Available",1251695483,
275205,08:26:97:95:5d:67,zyxel,"Not Available",1251756703,
258216,08:26:97:84:61:C5,Zyxel,"Not Available",1251725639,
239532,08:26:97:70:d3:6d,zyxel,"Not Available",1251673404,
264627,08:26:97:84:8d:a5,Zyxel,"Not Available",1251726610,
282999,08:26:97:93:EB:BF,Zyxel,"Not Available",1251787684,
246655,08:26:97:7C:6E:ED,zyxel,"Not Available",1251689602,
270633,08:26:97:94:D4:63,Zyxel,"Not Available",1251750998,
288230,4C:C5:3E:72:E2:BD,Zyxel,"Not Available",1251796976,
251748,08:26:97:7b:6a:95,zyxel,"Not Available",1251707644,
274033,08:26:97:94:6c:2f,Zyxel,"Not Available",1251759445,
295769,08:26:97:84:61:7D,Zyxel,"Not Available",1251821805,
256984,08:26:97:7C:9C:29,Zyxel,"Not Available",1251717331,
275473,08:26:97:94:16:5B,Zyxel,"Not Available",1251789473,
281645,08:26:97:94:24:23,Zyxel,"Not Available",1251760834,
267311,08:26:97:65:56:61,zyxel,"Not Available",1251741401,
283921,4c:c5:3e:72:d8:fd,Zyxel,"Not Available",1251792480,
270956,08:26:97:94:65:b7,Zyxel,"Not Available",1251752930,
288703,4c:c5:3e:5f:21:09,Zyxel,"Not Available",1251795519,
298143,4C:C5:3E:7A:CA:28,Zyxel,"Not Available",1251815204,
242953,08:26:97:7b:66:e1,zyxel,"Not Available",1251676417,
247023,08:26:97:84:8A:51,zyxel,"Not Available",1251688902,
270981,08:26:97:64:E5:ED,Zyxel,"Not Available",1251754070,
252082,08:26:97:7c:64:31,zyxel,"Not Available",1251674090,
257256,08:26:97:89:5B:C5,Zyxel,"Not Available",1251718993,
275764,08:26:97:93:E4:63,Zyxel,"Not Available",1251805430,
259073,c8:54:4b:26:c8:32,zyxel,"Not Available",1251731779,
281842,08:26:97:7B:63:69,Zyxel,"Not Available",1251819402,
243306,08:26:97:6B:BC:DE,zyxel,"Not Available",1251677667,
284191,08:26:97:93:dc:77,Zyxel,"Not Available",1481820,
250109,08:26:97:84:8a:8d,Zyxel,"Not Available",1251692248,
271247,08:26:97:84:8B:29,Zyxel,"Not Available",1251637814,
291611,08:26:97:93:54:9f,Zyxel,"Not Available",1251814006,
252639,08:26:97:84:59:9d,zyxel,"Not Available",1251710824,
274521,08:26:97:93:e1:9f,Zyxel,"Not Available",1251758966,
298578,4c:c5:3e:79:d4:88,Zyxel,"Not Available",1251658069,
262098,08:26:97:84:AB:39,Zyxel,"Not Available",1251723121,
281997,08:26:97:95:32:e3,Zyxel,"Not Available",1251777156,
284514,4C:C5:3E:72:24:91,Zyxel,"Not Available",1251796269,
291932,08:26:97:93:EF:5B,Zyxel,"Not Available",1251815733,
96277,08:26:97:61:50:ab,zyxel,"Not Available",1251673350,
243744,08:26:97:7b:62:a9,zyxel,"Not Available",1251673595,
269535,08:26:97:84:A9:D1,Zyxel,"Not Available",1251739859,
250482,08:26:97:84:81:E1,zyxel,"Not Available",1251696876,
271566,08:26:97:64:eb:15,Zyxel,"Not Available",1251748964,
291964,4C:C5:3E:5F:1C:05,Zyxel,"Not Available",1251816093,
274757,08:26:97:94:17:db,Zyxel,"Not Available",1251744380,
299000,08:26:97:7c:9d:85,Zyxel,"Not Available",1251829097,
257775,08:26:97:84:af:7d,Zyxel,"Not Available",1251716580,
280967,08:26:97:8d:86:da,zyxel,"Not Available",1251781381,
263220,08:26:97:7c:60:ad,Zyxel,"Not Available",1251735515,
282541,4C:C5:3E:5F:45:D5,Zyxel,"Not Available",1251785310,
299597,98:0d:67:f3:6c:b8,Zyxel,"Not Available",1251830661,
270208,08:26:97:7B:4A:61,Zyxel,"Not Available",1251747545,
284879,08:26:97:93:E9:DF,Zyxel,"Not Available",1251797386,
271813,98:0d:67:f3:9a:f0,Zyxel,"Not Available",1251755530,
292347,4c:c5:3e:72:96:c1,Zyxel,"Not Available",1251804415,
255437,08:26:97:7b:69:21,zyxel,"Not Available",1251713683,
275024,08:26:97:93:e2:6b,Zyxel,"Not Available",1251767525,
299674,08:26:97:95:54:4F,Zyxel,"Not Available",1251830976,
258025,08:26:97:84:a4:cd,Zyxel,"Not Available",1251723763,
281180,08:26:97:95:53:77,Zyxel,"Not Available",1251781362,
282815,4c:c5:3e:5f:28:f5,Zyxel,"Not Available",1251789005,
234676,98:0D:67:F2:FA:F4,zyxel,"Not Available",1251614532,
262193,08:26:97:93:46:FB,Zyxel,"Not Available",1251731871,
243817,08:26:97:6b:a9:8e,zyxel,"Not Available",1251665848,
269724,08:26:97:95:3E:17,Zyxel,"Not Available",1251743041,
284564,4c:c5:3e:5e:b6:7d,Zyxel,"Not Available",1453201,
250563,08:26:97:84:90:A5,Zyxel,"Not Available",1251692415,
271595,08:26:97:95:53:BF,Zyxel,"Not Available",1251719264,
292031,4C:C5:3E:72:D0:C9,Zyxel,"Not Available",1251816536,
237527,08:26:97:70:ce:51,zyxel,"Not Available",109392,
255226,08:26:97:84:94:e9,Zyxel,"Not Available",1251709102,
274787,C8:54:4B:26:CB:4A,Zyxel,"Not Available",1251769122,
299059,4c:c5:3e:79:d9:f8,Zyxel,"Not Available",1251829411,
257833,08:26:97:84:C1:7D,Zyxel,"Not Available",1251720844,
281020,4C:C5:3E:5F:25:D1,Zyxel,"Not Available",1251781616,
263261,08:26:97:84:a4:49,Zyxel,"Not Available",1251605703,
282615,08:26:97:76:62:42,zyxel,"Not Available",1251788115,
244959,08:26:97:7b:62:79,zyxel,"Not Available",1251685708,
270247,08:26:97:65:59:85,Zyxel,"Not Available",1251742974,
284941,4c:c5:3e:72:9f:0d,Zyxel,"Not Available",1251773836,
271901,08:26:97:7b:68:79,Zyxel,"Not Available",1251754989,
292438,08:26:97:93:f4:ef,Zyxel,"Not Available",1251819018,
255523,08:26:97:84:8B:11,zyxel,"Not Available",1251714501,
299777,08:26:97:89:58:AD,Zyxel,"Not Available",1251831487,
281219,08:26:97:7C:63:65,Zyxel,"Not Available",1251781451,
256564,08:26:97:84:94:dd,Zyxel,"Not Available",1251709228,
258105,08:26:97:84:87:69,Zyxel,"Not Available",1251718551,
264527,08:26:97:84:8B:05,Zyxel,"Not Available",1251738293,
264273,08:26:97:84:c4:41,Zyxel,"Not Available",1251736577,
282951,4c:c5:3e:5f:20:25,Zyxel,"Not Available",1251787800,
246509,08:26:97:72:52:11,zyxel,"Not Available",1251688869,
288131,4C:C5:3E:5F:49:DD,Zyxel,"Not Available",1251759270,
251637,08:26:97:7B:69:C9,zyxel,"Not Available",1251695787,
273962,08:26:97:84:7d:cd,Zyxel,"Not Available",1251759098,
292849,4C:C5:3E:5F:29:91,Zyxel,"Not Available",1251816204,
256907,08:26:97:6B:A3:E2,Zyxel,"Not Available",1251710899,
300336,4c:c5:3e:7a:c1:88,Zyxel,"Not Available",1251832666,
258668,08:26:97:7c:a1:15,Zyxel,"Not Available",1251717956,
242566,98:0d:67:f3:09:64,zyxel,"Not Available",1251675293,
264979,08:26:97:84:c6:21,Zyxel,"Not Available",1251732102,
283789,4c:c5:3e:72:27:3d,Zyxel,"Not Available",1251789552,
246906,08:26:97:7c:61:d9,zyxel,"Not Available",1251691523,
270863,08:26:97:94:65:c3,Zyxel,"Not Available",1251744941,
274193,08:26:97:94:6a:07,Zyxel,"Not Available",1251764907,
298047,4c:c5:3e:7a:c7:f4,Zyxel,"Not Available",1251814042,
275683,08:26:97:84:7d:49,Zyxel,"Not Available",1251758445,
251994,08:26:97:84:b7:45,zyxel,"Not Available",1251707981,
275696,08:26:97:94:20:6F,Zyxel,"Not Available",1251764486,
258984,08:26:97:7b:48:a5,Zyxel,"Not Available",1251730827,
281818,08:26:97:64:4A:1D,Zyxel,"Not Available",1251823069,
243211,08:26:97:7c:61:e5,zyxel,"Not Available",1251678117,
269116,08:26:97:84:60:69,Zyxel,"Not Available",1251736717,
284124,4c:c5:3e:5e:ca:09,Zyxel,"Not Available",1251787658,
250017,08:26:97:72:ae:39,Zyxel,"Not Available",1251693761,
271182,08:26:97:93:4B:03,Zyxel,"Not Available",1251747951,
289016,08:26:97:93:5B:B3,Zyxel,"Not Available",1251793602,
252505,08:26:97:84:89:B5,zyxel,"Not Available",1251710058,
274447,08:26:97:95:09:43,Zyxel,"Not Available",1251744368,
298456,4C:C5:3E:79:D4:C4,Zyxel,"Not Available",1251823899,
257431,08:26:97:89:57:69,Zyxel,"Not Available",1251719624,
276242,4c:c5:3e:5f:0a:71,Zyxel,"Not Available",1251777439,
269383,08:26:97:95:51:2b,Zyxel,"Not Available",1251744785,
284440,08:26:97:93:F1:6B,Zyxel,"Not Available",1251791071,
271440,08:26:97:88:ec:11,Zyxel,"Not Available",1251751304,
291864,08:26:97:93:f5:eb,Zyxel,"Not Available",1251813496,
298858,4C:C5:3E:7A:95:54,Zyxel,"Not Available",1251822300,
243586,98:0d:67:f3:9a:84,zyxel,"Not Available",1251680950,
250411,08:26:97:7c:65:09,Zyxel,"Not Available",1251682517,
235074,98:0D:67:F2:FE:6C,zyxel,"Not Available",1251667655,
254882,08:26:97:84:94:c5,Zyxel,"Not Available",1251695072,
274706,08:26:97:7c:a4:8d,Zyxel,"Not Available",1251759502,
258909,08:26:97:84:c1:a1,Zyxel,"Not Available",1251725242,
280808,08:26:97:95:0f:1f,zyxel,"Not Available",1251761930,
262295,08:26:97:95:5d:2b,Zyxel,"Not Available",1251733017,
282419,08:26:97:93:D8:57,Zyxel,"Not Available",1251786824,
270138,08:26:97:84:7c:59,Zyxel,"Not Available",1251751149,
284765,4c:c5:3e:72:de:3d,zyxel,"Not Available",1251795152,
250676,08:26:97:84:8A:45,zyxel,"Not Available",1251628531,
271733,08:26:97:95:52:0F,Zyxel,"Not Available",1251754385,
292231,4C:C5:3E:72:D1:11,Zyxel,"Not Available",1251799904,
255373,08:26:97:89:5f:e5,zyxel,"Not Available",1251712779,
274929,08:26:97:76:55:e5,zyxel,"Not Available",1251769868,
299563,08:26:97:93:5A:93,Zyxel,"Not Available",1251830334,
257964,08:26:97:84:8E:7D,Zyxel,"Not Available",1251723551,
281118,08:26:97:94:D1:F3,Zyxel,"Not Available",1251781479,
263644,08:26:97:84:60:21,Zyxel,"Not Available",1251737024,
282748,08:26:97:93:5a:0f,Zyxel,"Not Available",1251780662,
270414,08:26:97:94:d5:3b,zyxel,"Not Available",1251749085,
285129,4C:C5:3E:72:DA:65,Zyxel,"Not Available",1251799696,
292584,4c:c5:3e:7a:66:50,zyxel,"Not Available",1251817393,
245506,08:26:97:7b:69:69,zyxel,"Not Available",1251603254,
270432,08:26:97:94:5f:f3,Zyxel,"Not Available",1251749448,
251023,08:26:97:7b:7c:71,zyxel,"Not Available",1251670583,
273821,08:26:97:95:12:73,zyxel,"Not Available",1251762504,
256756,08:26:97:89:60:09,zyxel,"Not Available",1251715861,
275255,08:26:97:94:20:87,zyxel,"Not Available",1251772245,
300081,4c:c5:3e:72:92:f5,Zyxel,"Not Available",1251616195,
258441,08:26:97:84:CD:1D,Zyxel,"Not Available",1251726168,
281475,08:26:97:84:63:b1,Zyxel,"Not Available",1251783460,
239595,98:0d:67:f3:a6:e4,zyxel,"Not Available",1251671008,
264761,08:26:97:95:51:AF,Zyxel,"Not Available",1251733268,
283626,08:26:97:84:63:15,Zyxel,"Not Available",1251666664,
246729,08:26:97:72:ae:5d,zyxel,"Not Available",1251662051,
270692,08:26:97:95:36:37,Zyxel,"Not Available",1251743738,
288298,4c:c5:3e:5e:ab:b5,Zyxel,"Not Available",1251801984,
251831,08:26:97:84:77:b5,zyxel,"Not Available",1251707027,
274104,08:26:97:95:05:23,Zyxel,"Not Available",1251764419,
297832,4c:c5:3e:79:d2:48,Zyxel,"Not Available",1523007,
257054,08:26:97:6b:a4:12,Zyxel,"Not Available",1251703098,
275541,08:26:97:94:15:d7,Zyxel,"Not Available",1251764398,
258811,08:26:97:84:a7:d9,Zyxel,"Not Available",1251715611,
283974,4c:c5:3e:72:d9:21,Zyxel,"Not Available",1251793131,
288776,4C:C5:3E:72:9E:B9,Zyxel,"Not Available",1251798749,
243008,08:26:97:72:52:95,zyxel,"Not Available",1251675679,
249827,08:26:97:84:8E:A1,zyxel,"Not Available",1251631060,
252143,08:26:97:84:c2:9d,Zyxel,"Not Available",1251705890,
274332,08:26:97:88:E7:B5,Zyxel,"Not Available",1251760183,
298275,4c:c5:3e:7a:70:04,Zyxel,"Not Available",1251820339,
257307,08:26:97:84:c2:6d,zyxel,"Not Available",1251719302,
275836,08:26:97:64:6F:19,Zyxel,"Not Available",1251774196,
281864,08:26:97:88:E9:71,Zyxel,"Not Available",1251794545,
243408,98:0d:67:f3:9a:18,zyxel,"Not Available",1251679423,
269245,08:26:97:94:D4:33,Zyxel,"Not Available",1251735905,
284259,4c:c5:3e:5e:ab:6d,Zyxel,"Not Available",1251787230,
250166,08:26:97:7b:7a:f1,zyxel,"Not Available",1251705501,
271302,08:26:97:76:5D:14,zyxel,"Not Available",1251756865,
252678,08:26:97:84:89:01,Zyxel,"Not Available",1251674383,
298634,4C:C5:3E:7A:95:60,Zyxel,"Not Available",1251827064,
276389,08:26:97:94:D6:EB,Zyxel,"Not Available",1251778093,
282081,08:26:97:93:60:1b,Zyxel,"Not Available",1251785911,
284550,08:26:97:94:D1:87,Zyxel,"Not Available",1251792750,
251867,08:26:97:84:b6:f1,Zyxel,"Not Available",1251664465,
274136,08:26:97:84:a9:ad,Zyxel,"Not Available",1251756766,
297920,08:26:97:93:5C:43,Zyxel,"Not Available",1251818347,
257133,08:26:97:7c:9c:59,Zyxel,"Not Available",1251718027,
281758,08:26:97:93:D8:E7,Zyxel,"Not Available",1251785017,
284002,4C:C5:3E:72:23:59,Zyxel,"Not Available",1251782351,
258887,08:26:97:88:e2:15,zyxel,"Not Available",1251729999,
243128,08:26:97:72:A5:ED,zyxel,"Not Available",1251677364,
267470,08:26:97:60:D2:0F,Zyxel,"Not Available",1251721449,
284034,4c:c5:3e:72:95:29,Zyxel,"Not Available",1251789908,
249928,08:26:97:6b:a4:36,zyxel,"Not Available",1251678845,
271074,08:26:97:95:57:D3,Zyxel,"Not Available",1251754403,
288910,4c:c5:3e:79:e7:78,zyxel,"Not Available",1251804024,
252309,08:26:97:7B:7C:29,Zyxel,"Not Available",1251708925,
274386,08:26:97:93:4C:53,Zyxel,"Not Available",1251766113,
298367,08:26:97:93:f2:df,Zyxel,"Not Available",1251822530,
257367,08:26:97:84:b1:e1,Zyxel,"Not Available",1251719777,
275893,08:26:97:93:e5:e3,zyxel,"Not Available",1251757866,
260957,08:26:97:84:C1:71,Zyxel,"Not Available",1251729470,
243473,98:0d:67:f3:6a:54,zyxel,"Not Available",1251680260,
269289,08:26:97:84:60:c9,Zyxel,"Not Available",1251727071,
284323,4c:c5:3e:72:9a:ed,Zyxel,"Not Available",1251794690,
250278,08:26:97:7b:74:a9,zyxel,"Not Available",1251682102,
271359,08:26:97:95:3e:cb,Zyxel,"Not Available",1251757206,
291733,4c:c5:3e:5e:b3:a1,Zyxel,"Not Available",1251677766,
274613,08:26:97:93:E4:33,Zyxel,"Not Available",1251767964,
298717,4C:C5:3E:79:D8:B4,Zyxel,"Not Available",1251818302,
280335,4C:C5:3E:5E:D6:51,Zyxel,"Not Available",1251764601,
234853,08:26:97:6b:a6:82,zyxel,"Not Available",1251662075,
257637,08:26:97:7c:9c:41,Zyxel,"Not Available",1251721428,
262246,08:26:97:84:C4:DD,Zyxel,"Not Available",1251731024,
282317,08:26:97:93:5f:37,zyxel,"Not Available",1251771689,
243912,08:26:97:61:54:cb,zyxel,"Not Available",1595670,
284613,4C:C5:3E:72:DC:ED,Zyxel,"Not Available",1251796651,
271652,08:26:97:7b:45:f9,Zyxel,"Not Available",1642578,
292110,4C:C5:3E:5E:D7:71,Zyxel,"Not Available",1251816908,
238367,08:26:97:70:cb:09,zyxel,"Not Available",1251663921,
255277,08:26:97:84:ce:fd,zyxel,"Not Available",1251712816,
274860,08:26:97:95:39:C7,Zyxel,"Not Available",1251769476,
299449,08:26:97:88:EA:19,Zyxel,"Not Available",1251829903,
257880,08:26:97:84:5c:25,Zyxel,"Not Available",1251723035,
281067,4C:C5:3E:5F:0C:75,Zyxel,"Not Available",1251773651,
282646,4C:C5:3E:5F:22:F5,Zyxel,"Not Available",1251783261,
245284,08:26:97:7c:aa:bD,zyxel,"Not Available",1251686134,
270286,c8:54:4b:26:cb:ef,Zyxel,"Not Available",1251746652,
285036,4c:c5:3e:72:9a:f9,Zyxel,"Not Available",1251799243,
271961,08:26:97:8D:89:4A,Zyxel,"Not Available",1251750907,
292485,4c:c5:3e:7a:c3:98,Zyxel,"Not Available",1251793761,
275155,08:26:97:93:E5:2F,Zyxel,"Not Available",1251771376,
299840,4c:c5:3e:79:d0:74,Zyxel,"Not Available",1251831798,
250915,08:26:97:84:c7:35,zyxel,"Not Available",1251703838,
256645,08:26:97:84:B6:0D,zyxel,"Not Available",1251707247,
275171,08:26:97:93:E5:47,Zyxel,"Not Available",1251771706,
258196,08:26:97:84:66:51,Zyxel,"Not Available",1251725428,
281312,08:26:97:94:19:13,Zyxel,"Not Available",1251782780,
239486,08:26:97:6B:BE:D6,zyxel,"Not Available",1251673146,
264598,08:26:97:89:59:3D,Zyxel,"Not Available",1251734589,
282985,4C:C5:3E:72:20:C5,Zyxel,"Not Available",1251790009,
246625,08:26:97:7c:65:bd,zyxel,"Not Available",1251799073,
270620,08:26:97:95:56:5f,Zyxel,"Not Available",1251743710,
288182,08:26:97:94:20:E7,Zyxel,"Not Available",1251800946,
295723,4c:c5:3e:79:d7:c4,zyxel,"Not Available",1251821632,
256961,08:26:97:84:c0:c9,zyxel,"Not Available",1251713177,
275456,4C:C5:3E:5F:3F:F9,Zyxel,"Not Available",1251769985,
258717,08:26:97:84:5C:0D,Zyxel,"Not Available",1251728085,
281625,08:26:97:89:5a:21,Zyxel,"Not Available",1477175,
242665,08:26:97:72:57:BD,zyxel,"Not Available",1251673969,
265060,08:26:97:84:c4:4d,zyxel,"Not Available",1251741211,
283885,08:26:97:93:E6:F7,Zyxel,"Not Available",1251785876,
270942,08:26:97:8a:01:fd,Zyxel,"Not Available",1251746929,
288669,4c:c5:3e:72:22:bd,Zyxel,"Not Available",1251803618,
242925,08:26:97:72:59:01,zyxel,"Not Available",1251676254,
247004,08:26:97:7B:43:7D,zyxel,"Not Available",1251692219,
274262,08:26:97:93:44:2b,Zyxel,"Not Available",1251765406,
257232,08:26:97:6b:a6:b2,Zyxel,"Not Available",1251711659,
275745,4C:C5:3E:5F:26:31,Zyxel,"Not Available",1251769016,
259047,08:26:97:84:5b:a1,zyxel,"Not Available",1251669448,
281834,08:26:97:64:50:71,Zyxel,"Not Available",1251797411,
269173,08:26:97:95:55:63,Zyxel,"Not Available",1251743313,
284168,08:26:97:93:60:27,Zyxel,"Not Available",1251792047,
250083,08:26:97:84:94:4D,zyxel,"Not Available",1251691652,
291579,4c:c5:3e:72:9f:55,Zyxel,"Not Available",1251795724,
252585,08:26:97:7C:64:B5,zyxel,"Not Available",1251710539,
274495,08:26:97:93:E4:E7,Zyxel,"Not Available",1251767210,
298524,4c:c5:3e:72:db:79,zyxel,"Not Available",1251822076,
276286,4c:c5:3e:5f:0e:91,zyxel,"Not Available",1251769938,
261657,08:26:97:84:cf:ed,Zyxel,"Not Available",1251733335,
281934,4C:C5:3E:5F:0B:6D,Zyxel,"Not Available",1251785400,
284474,08:26:97:94:D2:77,Zyxel,"Not Available",1251794108,
291910,4c:c5:3e:72:96:a9,Zyxel,"Not Available",1251815590,
243699,08:26:97:72:52:29,zyxel,"Not Available",1251671689,
269510,08:26:97:95:57:67,Zyxel,"Not Available",1251757751,
250462,08:26:97:84:8f:fd,zyxel,"Not Available",1251656959,
271539,4C:C5:3E:5F:4C:59,Zyxel,"Not Available",1251758520,
236939,08:26:97:72:51:15,zyxel,"Not Available",1251833705,
255032,08:26:97:84:c1:4d,zyxel,"Not Available",1251682596,
274748,08:26:97:95:06:2b,Zyxel,"Not Available",1251763498,
298986,08:26:97:95:54:67,Zyxel,"Not Available",1251829045,
263205,08:26:97:61:49:43,Zyxel,"Not Available",1251735429,
282487,08:26:97:93:d8:9f,Zyxel,"Not Available",1251787291,
244153,08:26:97:6b:9f:9e,zyxel,"Not Available",1251660355,
270192,08:26:97:84:A9:C5,Zyxel,"Not Available",1251737301,
250727,08:26:97:84:c7:29,Zyxel,"Not Available",1251682636,
271789,08:26:97:94:67:DF,Zyxel,"Not Available",1251757084,
292291,4c:c5:3e:7a:67:e8,Zyxel,"Not Available",1251813882,
255411,08:26:97:89:5F:f1,zyxel,"Not Available",1251709068,
274998,08:26:97:93:E4:6F,Zyxel,"Not Available",1251770249,
299645,4C:C5:3E:7A:6D:10,Zyxel,"Not Available",1251823704,
258004,08:26:97:84:61:d1,zyxel,"Not Available",1251722357,
281153,08:26:97:95:53:83,Zyxel,"Not Available",1251766573,
263692,08:26:97:84:a4:31,Zyxel,"Not Available",1251737380,
282800,08:26:97:93:D8:4B,Zyxel,"Not Available",1251788950,
285170,08:26:97:95:07:7B,Zyxel,"Not Available",1251799895,
239194,08:26:97:72:b2:b9,zyxel,"Not Available",1251671737,
263733,08:26:97:8a:08:d5,Zyxel,"Not Available",1251737591,
245578,08:26:97:7b:7a:31,zyxel,"Not Available",1251687524,
270477,08:26:97:95:55:b7,Zyxel,"Not Available",1251749754,
288013,4c:c5:3e:5f:42:69,Zyxel,"Not Available",1251800135,
273885,08:26:97:95:08:E3,Zyxel,"Not Available",1251762904,
292687,4c:c5:3e:72:db:c1,Zyxel,"Not Available",1251818426,
256802,08:26:97:7C:A7:09,zyxel,"Not Available",1251707687,
275308,08:26:97:94:d5:9b,Zyxel,"Not Available",1251668100,
300167,4C:C5:3E:7A:9B:00,zyxel,"Not Available",1251833452,
258602,08:26:97:89:57:b1,Zyxel,"Not Available",1251726891,
281517,4C:C5:3E:5F:22:C5,Zyxel,"Not Available",1251689217,
240505,08:26:97:61:50:CF,zyxel,"Not Available",1251674091,
264793,08:26:97:84:7c:dd,Zyxel,"Not Available",1251739400,
283738,4C:C5:3E:5E:D6:75,Zyxel,"Not Available",1251789647,
246783,08:26:97:72:50:0D,zyxel,"Not Available",1251795669,
270759,08:26:97:76:63:2C,Zyxel,"Not Available",1251743082,
288385,08:26:97:93:e7:6f,Zyxel,"Not Available",1251802150,
292004,4c:c5:3e:5e:b0:35,Zyxel,"Not Available",1251815949,
255142,08:26:97:7C:6D:C1,Zyxel,"Not Available",1251712418,
274770,4c:c5:3e:5e:ce:7d,Zyxel,"Not Available",1251759477,
299023,4C:C5:3E:81:B8:27,Zyxel,"Not Available",1251829175,
257815,08:26:97:84:8e:05,Zyxel,"Not Available",1251715153,
281003,4C:C5:3E:5F:11:85,Zyxel,"Not Available",1251753619,
263247,08:26:97:7C:6A:CD,Zyxel,"Not Available",1251796118,
282572,4C:C5:3E:5E:B4:CD,Zyxel,"Not Available",1251787887,
271929,08:26:97:93:49:FB,Zyxel,"Not Available",1603174,
270230,08:26:97:76:57:53,Zyxel,"Not Available",1251747663,
284902,4C:C5:3E:72:A0:8D,Zyxel,"Not Available",1251798515,
250803,08:26:97:7b:43:dd,zyxel,"Not Available",1251802756,
271829,08:26:97:7b:46:05,Zyxel,"Not Available",1251759577,
292395,4c:c5:3e:72:92:71,Zyxel,"Not Available",1251818570,
255490,08:26:97:84:b6:cd,zyxel,"Not Available",1251709912,
275043,08:26:97:94:20:ab,Zyxel,"Not Available",1251770547,
299722,4C:C5:3E:7A:68:F0,Zyxel,"Not Available",1251831260,
281208,08:26:97:95:53:9B,Zyxel,"Not Available",1251779037,
282858,08:26:97:94:D2:6B,Zyxel,"Not Available",1251784217,
258074,08:26:97:84:89:e5,Zyxel,"Not Available",1251724133,
264258,08:26:97:89:5e:e9,zyxel,"Not Available",1251736831,
282889,4c:c5:3e:5e:ac:d5,Zyxel,"Not Available",1251789668,
288095,4c:c5:3e:5f:12:a5,Zyxel,"Not Available",1251800595,
251615,08:26:97:84:8B:4D,zyxel,"Not Available",1251705411,
292781,4c:c5:3e:79:d7:a0,zyxel,"Not Available",1251821005,
256886,98:0d:67:f7:ad:da,Zyxel,"Not Available",1251716775,
275367,08:26:97:84:ad:3d,Zyxel,"Not Available",1251773271,
300317,08:26:97:89:58:B9,Zyxel,"Not Available",1251834002,
258647,08:26:97:84:CD:29,Zyxel,"Not Available",1251735234,
281581,4c:c5:3e:5f:22:41,Zyxel,"Not Available",1251783046,
242549,08:26:97:61:50:B7,zyxel,"Not Available",1251674713,
264855,08:26:97:84:c6:8d,Zyxel,"Not Available",1251737555,
283770,08:26:97:84:c2:0d,Zyxel,"Not Available",1251791473,
246839,08:26:97:6b:c2:a2,zyxel,"Not Available",1251678768,
270829,08:26:97:95:3f:5b,Zyxel,"Not Available",1251752896,
288503,4C:C5:3E:5E:B2:BD,Zyxel,"Not Available",1251802908,
274167,08:26:97:93:44:13,Zyxel,"Not Available",1251762440,
298013,4C:C5:3E:5E:D7:E9,Zyxel,"Not Available",1251820812,
275663,08:26:97:95:07:c3,Zyxel,"Not Available",1251775083,
251981,08:26:97:84:90:e1,Zyxel,"Not Available",1251696562,
257178,08:26:97:7b:64:35,zyxel,"Not Available",1251713722,
243180,08:26:97:72:a6:a1,zyxel,"Not Available",1251677786,
269099,08:26:97:7C:A9:85,Zyxel,"Not Available",1251731583,
284105,4c:c5:3e:72:9f:f1,Zyxel,"Not Available",1251793983,
271147,4C:C5:3E:5F:4C:65,Zyxel,"Not Available",1251755487,
288987,4C:C5:3E:5E:D0:69,Zyxel,"Not Available",1251799369,
274428,08:26:97:94:67:73,Zyxel,"Not Available",1251766472,
298432,4C:C5:3E:7B:56:98,Zyxel,"Not Available",1251825801,
